MEGYE,OEVK,TELEPÜLÉS,SZAVAZÓKÖR
Győr-Moson-Sopron,04,Sopron,041
Győr-Moson-Sopron,04,Sopron,042
Győr-Moson-Sopron,04,Sopron,043
Győr-Moson-Sopron,04,Sopron,044
Győr-Moson-Sopron,04,Sopron,045
Győr-Moson-Sopron,04,Sopron,046
Győr-Moson-Sopron,04,Sopron,047
Győr-Moson-Sopron,04,Sopron,048
Győr-Moson-Sopron,04,Sopron,049
Győr-Moson-Sopron,04,Sopron,050
Győr-Moson-Sopron,04,Sopronhorpács,001
Győr-Moson-Sopron,04,Sopronkövesd,001
Győr-Moson-Sopron,03,Sopronnémeti,001
Győr-Moson-Sopron,04,Szakony,001
Győr-Moson-Sopron,03,Szany,001
Győr-Moson-Sopron,03,Szany,002
Győr-Moson-Sopron,03,Szárföld,001
Győr-Moson-Sopron,02,Szerecseny,001
Győr-Moson-Sopron,03,Szil,001
Győr-Moson-Sopron,03,Szilsárkány,001
Győr-Moson-Sopron,02,Tarjánpuszta,001
Győr-Moson-Sopron,02,Táp,001
Győr-Moson-Sopron,02,Tápszentmiklós,001
Győr-Moson-Sopron,03,Tárnokréti,001
Győr-Moson-Sopron,02,Tényő,001
Győr-Moson-Sopron,03,Tét,001
Győr-Moson-Sopron,03,Tét,002
Győr-Moson-Sopron,03,Tét,003
Győr-Moson-Sopron,02,Töltéstava,001
Győr-Moson-Sopron,02,Töltéstava,002
Győr-Moson-Sopron,04,Und,001
Győr-Moson-Sopron,04,Újkér,001
Győr-Moson-Sopron,05,Újrónafő,001
Győr-Moson-Sopron,03,Vadosfa,001
Győr-Moson-Sopron,03,Vág,001
Győr-Moson-Sopron,05,Vámosszabadi,001
Győr-Moson-Sopron,05,Vámosszabadi,002
Győr-Moson-Sopron,05,Vámosszabadi,003
Győr-Moson-Sopron,05,Várbalog,001
Győr-Moson-Sopron,03,Vásárosfalu,001
Győr-Moson-Sopron,03,Veszkény,001
Győr-Moson-Sopron,02,Veszprémvarsány,001
Győr-Moson-Sopron,01,Vének,001
Győr-Moson-Sopron,03,Vitnyéd,001
Győr-Moson-Sopron,04,Völcsej,001
Győr-Moson-Sopron,03,Zsebeháza,001
Győr-Moson-Sopron,04,Zsira,001
Győr-Moson-Sopron,05,Károlyháza,001
Győr-Moson-Sopron,05,Mosonudvar,001
Hajdú-Bihar,03,Álmosd,001
Hajdú-Bihar,03,Álmosd,002
Hajdú-Bihar,04,Ártánd,001
Hajdú-Bihar,03,Bagamér,001
Hajdú-Bihar,03,Bagamér,002
Hajdú-Bihar,04,Bakonszeg,001
Hajdú-Bihar,06,Balmazújváros,001
Hajdú-Bihar,06,Balmazújváros,002
Hajdú-Bihar,06,Balmazújváros,003
Hajdú-Bihar,06,Balmazújváros,004
Hajdú-Bihar,06,Balmazújváros,005
Hajdú-Bihar,06,Balmazújváros,006
Hajdú-Bihar,06,Balmazújváros,007
Hajdú-Bihar,06,Balmazújváros,008
Hajdú-Bihar,06,Balmazújváros,009
Hajdú-Bihar,06,Balmazújváros,010
Hajdú-Bihar,06,Balmazújváros,011
Hajdú-Bihar,06,Balmazújváros,012
Hajdú-Bihar,06,Balmazújváros,013
Hajdú-Bihar,06,Balmazújváros,014
Hajdú-Bihar,06,Balmazújváros,015
Hajdú-Bihar,06,Balmazújváros,016
Hajdú-Bihar,06,Balmazújváros,017
Hajdú-Bihar,05,Báránd,001
Hajdú-Bihar,05,Báránd,002
Hajdú-Bihar,05,Báránd,003
Hajdú-Bihar,04,Bedő,001
Hajdú-Bihar,04,Berekböszörmény,001
Hajdú-Bihar,04,Berekböszörmény,002
Hajdú-Bihar,04,Berettyóújfalu,001
Hajdú-Bihar,04,Berettyóújfalu,002
Hajdú-Bihar,04,Berettyóújfalu,003
Hajdú-Bihar,04,Berettyóújfalu,004
Hajdú-Bihar,04,Berettyóújfalu,005
Hajdú-Bihar,04,Berettyóújfalu,006
Hajdú-Bihar,04,Berettyóújfalu,007
Hajdú-Bihar,04,Berettyóújfalu,008
Hajdú-Bihar,04,Berettyóújfalu,009
Hajdú-Bihar,04,Berettyóújfalu,010
Hajdú-Bihar,04,Berettyóújfalu,011
Hajdú-Bihar,04,Berettyóújfalu,012
Hajdú-Bihar,04,Berettyóújfalu,013
Hajdú-Bihar,04,Berettyóújfalu,014
Hajdú-Bihar,04,Berettyóújfalu,015
Hajdú-Bihar,04,Berettyóújfalu,016
Hajdú-Bihar,04,Bihardancsháza,001
Hajdú-Bihar,04,Biharkeresztes,001
Hajdú-Bihar,04,Biharkeresztes,002
Hajdú-Bihar,04,Biharkeresztes,003
Hajdú-Bihar,04,Biharkeresztes,004
Hajdú-Bihar,04,Biharkeresztes,005
Hajdú-Bihar,04,Biharnagybajom,001
Hajdú-Bihar,04,Biharnagybajom,002
Hajdú-Bihar,04,Biharnagybajom,003
Hajdú-Bihar,04,Bihartorda,001
Hajdú-Bihar,03,Bocskaikert,001
Hajdú-Bihar,03,Bocskaikert,002
Hajdú-Bihar,03,Bocskaikert,003
Hajdú-Bihar,04,Bojt,001
Hajdú-Bihar,04,Csökmő,001
Hajdú-Bihar,04,Csökmő,002
Hajdú-Bihar,04,Csökmő,003
Hajdú-Bihar,04,Darvas,001
Hajdú-Bihar,02,Debrecen,001
Hajdú-Bihar,03,Debrecen,011
Hajdú-Bihar,03,Debrecen,012
Hajdú-Bihar,03,Debrecen,013
Hajdú-Bihar,03,Debrecen,014
Hajdú-Bihar,03,Debrecen,015
Hajdú-Bihar,03,Debrecen,016
Hajdú-Bihar,03,Debrecen,021
Hajdú-Bihar,03,Debrecen,022
Hajdú-Bihar,03,Debrecen,023
Hajdú-Bihar,03,Debrecen,024
Hajdú-Bihar,03,Debrecen,025
Hajdú-Bihar,03,Debrecen,031
Hajdú-Bihar,03,Debrecen,032
Hajdú-Bihar,03,Debrecen,033
Hajdú-Bihar,03,Debrecen,034
Hajdú-Bihar,03,Debrecen,035
Hajdú-Bihar,02,Debrecen,041
Hajdú-Bihar,02,Debrecen,042
Hajdú-Bihar,02,Debrecen,043
Hajdú-Bihar,02,Debrecen,044
Hajdú-Bihar,02,Debrecen,045
Hajdú-Bihar,02,Debrecen,046
Hajdú-Bihar,02,Debrecen,051
Hajdú-Bihar,02,Debrecen,052
Hajdú-Bihar,02,Debrecen,053
Hajdú-Bihar,02,Debrecen,054
Hajdú-Bihar,02,Debrecen,055
Hajdú-Bihar,02,Debrecen,061
Hajdú-Bihar,02,Debrecen,062
Hajdú-Bihar,02,Debrecen,063
Hajdú-Bihar,02,Debrecen,064
Hajdú-Bihar,02,Debrecen,065
Hajdú-Bihar,02,Debrecen,066
Hajdú-Bihar,02,Debrecen,067
Hajdú-Bihar,02,Debrecen,071
Hajdú-Bihar,02,Debrecen,072
Hajdú-Bihar,02,Debrecen,073
Hajdú-Bihar,02,Debrecen,074
Hajdú-Bihar,02,Debrecen,075
Hajdú-Bihar,02,Debrecen,076
Hajdú-Bihar,02,Debrecen,081
Hajdú-Bihar,02,Debrecen,082
Hajdú-Bihar,02,Debrecen,083
Hajdú-Bihar,02,Debrecen,084
Hajdú-Bihar,02,Debrecen,085
Hajdú-Bihar,02,Debrecen,086
Hajdú-Bihar,02,Debrecen,091
Hajdú-Bihar,02,Debrecen,092
Hajdú-Bihar,02,Debrecen,093
Hajdú-Bihar,02,Debrecen,094
Hajdú-Bihar,02,Debrecen,095
Hajdú-Bihar,02,Debrecen,101
Hajdú-Bihar,02,Debrecen,102
Hajdú-Bihar,02,Debrecen,103
Hajdú-Bihar,02,Debrecen,104
Hajdú-Bihar,02,Debrecen,105
Hajdú-Bihar,02,Debrecen,106
Hajdú-Bihar,02,Debrecen,111
Hajdú-Bihar,02,Debrecen,112
Hajdú-Bihar,02,Debrecen,113
Hajdú-Bihar,02,Debrecen,114
Hajdú-Bihar,02,Debrecen,115
Hajdú-Bihar,02,Debrecen,116
Hajdú-Bihar,02,Debrecen,117
Hajdú-Bihar,02,Debrecen,121
Hajdú-Bihar,02,Debrecen,122
Hajdú-Bihar,02,Debrecen,123
Hajdú-Bihar,02,Debrecen,124
Hajdú-Bihar,02,Debrecen,125
Hajdú-Bihar,02,Debrecen,126
Hajdú-Bihar,02,Debrecen,127
Hajdú-Bihar,02,Debrecen,131
Hajdú-Bihar,02,Debrecen,132
Hajdú-Bihar,02,Debrecen,133
Hajdú-Bihar,02,Debrecen,134
Hajdú-Bihar,02,Debrecen,135
Hajdú-Bihar,02,Debrecen,136
Hajdú-Bihar,01,Debrecen,141
Hajdú-Bihar,01,Debrecen,142
Hajdú-Bihar,01,Debrecen,143
Hajdú-Bihar,01,Debrecen,144
Hajdú-Bihar,01,Debrecen,145
Hajdú-Bihar,01,Debrecen,151
Hajdú-Bihar,01,Debrecen,152
Hajdú-Bihar,01,Debrecen,153
Hajdú-Bihar,01,Debrecen,154
Hajdú-Bihar,01,Debrecen,155
Hajdú-Bihar,01,Debrecen,156
Hajdú-Bihar,01,Debrecen,161
Hajdú-Bihar,01,Debrecen,162
Hajdú-Bihar,01,Debrecen,163
Hajdú-Bihar,01,Debrecen,164
Hajdú-Bihar,01,Debrecen,165
Hajdú-Bihar,01,Debrecen,171
Hajdú-Bihar,01,Debrecen,172
Hajdú-Bihar,01,Debrecen,173
Hajdú-Bihar,01,Debrecen,174
Hajdú-Bihar,01,Debrecen,175
Hajdú-Bihar,01,Debrecen,176
Hajdú-Bihar,01,Debrecen,181
Hajdú-Bihar,01,Debrecen,182
Hajdú-Bihar,01,Debrecen,183
Hajdú-Bihar,01,Debrecen,184
Hajdú-Bihar,01,Debrecen,185
Hajdú-Bihar,01,Debrecen,186
Hajdú-Bihar,01,Debrecen,187
Hajdú-Bihar,01,Debrecen,188
Hajdú-Bihar,01,Debrecen,191
Hajdú-Bihar,01,Debrecen,192
Hajdú-Bihar,01,Debrecen,193
Hajdú-Bihar,01,Debrecen,194
Hajdú-Bihar,01,Debrecen,195
Hajdú-Bihar,01,Debrecen,196
Hajdú-Bihar,01,Debrecen,201
Hajdú-Bihar,01,Debrecen,202
Hajdú-Bihar,01,Debrecen,203
Hajdú-Bihar,01,Debrecen,204
Hajdú-Bihar,01,Debrecen,205
Hajdú-Bihar,01,Debrecen,211
Hajdú-Bihar,01,Debrecen,212
Hajdú-Bihar,01,Debrecen,213
Hajdú-Bihar,01,Debrecen,214
Hajdú-Bihar,01,Debrecen,215
Hajdú-Bihar,01,Debrecen,216
Hajdú-Bihar,01,Debrecen,217
Hajdú-Bihar,01,Debrecen,218
Hajdú-Bihar,01,Debrecen,221
Hajdú-Bihar,01,Debrecen,222
Hajdú-Bihar,01,Debrecen,223
Hajdú-Bihar,01,Debrecen,224
Hajdú-Bihar,01,Debrecen,225
Hajdú-Bihar,01,Debrecen,231
Hajdú-Bihar,01,Debrecen,232
Hajdú-Bihar,01,Debrecen,233
Hajdú-Bihar,01,Debrecen,234
Hajdú-Bihar,01,Debrecen,235
Hajdú-Bihar,01,Debrecen,236
Hajdú-Bihar,04,Derecske,001
Hajdú-Bihar,04,Derecske,002
Hajdú-Bihar,04,Derecske,003
Hajdú-Bihar,04,Derecske,004
Hajdú-Bihar,04,Derecske,005
Hajdú-Bihar,04,Derecske,006
Hajdú-Bihar,04,Derecske,007
Hajdú-Bihar,04,Derecske,008
Hajdú-Bihar,05,Ebes,001
Hajdú-Bihar,05,Ebes,002
Hajdú-Bihar,05,Ebes,003
Hajdú-Bihar,05,Ebes,004
Hajdú-Bihar,05,Egyek,001
Hajdú-Bihar,05,Egyek,002
Hajdú-Bihar,05,Egyek,003
Hajdú-Bihar,05,Egyek,004
Hajdú-Bihar,05,Egyek,005
Hajdú-Bihar,05,Egyek,006
Hajdú-Bihar,05,Egyek,007
Hajdú-Bihar,04,Esztár,001
Hajdú-Bihar,06,Folyás,001
Hajdú-Bihar,05,Földes,001
Hajdú-Bihar,05,Földes,002
Hajdú-Bihar,05,Földes,003
Hajdú-Bihar,05,Földes,004
Hajdú-Bihar,04,Furta,001
Hajdú-Bihar,03,Fülöp,001
Hajdú-Bihar,03,Fülöp,002
Hajdú-Bihar,03,Fülöp,003
Hajdú-Bihar,03,Fülöp,004
Hajdú-Bihar,04,Gáborján,001
Hajdú-Bihar,06,Görbeháza,001
Hajdú-Bihar,06,Görbeháza,002
Hajdú-Bihar,06,Görbeháza,003
Hajdú-Bihar,04,Hajdúbagos,001
Hajdú-Bihar,04,Hajdúbagos,002
Hajdú-Bihar,06,Hajdúböszörmény,001
Hajdú-Bihar,06,Hajdúböszörmény,002
Hajdú-Bihar,06,Hajdúböszörmény,003
Hajdú-Bihar,06,Hajdúböszörmény,004
Hajdú-Bihar,06,Hajdúböszörmény,005
Hajdú-Bihar,06,Hajdúböszörmény,006
Hajdú-Bihar,06,Hajdúböszörmény,007
Hajdú-Bihar,06,Hajdúböszörmény,008
Hajdú-Bihar,06,Hajdúböszörmény,009
Hajdú-Bihar,06,Hajdúböszörmény,010
Hajdú-Bihar,06,Hajdúböszörmény,011
Hajdú-Bihar,06,Hajdúböszörmény,012
Hajdú-Bihar,06,Hajdúböszörmény,013
Hajdú-Bihar,06,Hajdúböszörmény,014
Hajdú-Bihar,06,Hajdúböszörmény,015
Hajdú-Bihar,06,Hajdúböszörmény,016
Hajdú-Bihar,06,Hajdúböszörmény,017
Hajdú-Bihar,06,Hajdúböszörmény,018
Hajdú-Bihar,06,Hajdúböszörmény,019
Hajdú-Bihar,06,Hajdúböszörmény,020
Hajdú-Bihar,06,Hajdúböszörmény,021
Hajdú-Bihar,06,Hajdúböszörmény,022
Hajdú-Bihar,06,Hajdúböszörmény,023
Hajdú-Bihar,06,Hajdúböszörmény,024
Hajdú-Bihar,06,Hajdúböszörmény,025
Hajdú-Bihar,06,Hajdúböszörmény,026
Hajdú-Bihar,06,Hajdúböszörmény,027
Hajdú-Bihar,06,Hajdúdorog,001
Hajdú-Bihar,06,Hajdúdorog,002
Hajdú-Bihar,06,Hajdúdorog,003
Hajdú-Bihar,06,Hajdúdorog,004
Hajdú-Bihar,06,Hajdúdorog,005
Hajdú-Bihar,06,Hajdúdorog,006
Hajdú-Bihar,06,Hajdúdorog,007
Hajdú-Bihar,06,Hajdúdorog,008
Hajdú-Bihar,03,Hajdúhadház,001
Hajdú-Bihar,03,Hajdúhadház,002
Hajdú-Bihar,03,Hajdúhadház,003
Hajdú-Bihar,03,Hajdúhadház,004
Hajdú-Bihar,03,Hajdúhadház,005
Hajdú-Bihar,03,Hajdúhadház,006
Hajdú-Bihar,03,Hajdúhadház,007
Hajdú-Bihar,03,Hajdúhadház,008
Hajdú-Bihar,03,Hajdúhadház,009
Hajdú-Bihar,06,Hajdúnánás,001
Hajdú-Bihar,06,Hajdúnánás,002
Hajdú-Bihar,06,Hajdúnánás,003
Hajdú-Bihar,06,Hajdúnánás,004
Hajdú-Bihar,06,Hajdúnánás,005
Hajdú-Bihar,06,Hajdúnánás,006
Hajdú-Bihar,06,Hajdúnánás,007
Hajdú-Bihar,06,Hajdúnánás,008
Hajdú-Bihar,06,Hajdúnánás,009
Hajdú-Bihar,06,Hajdúnánás,010
Hajdú-Bihar,06,Hajdúnánás,011
Hajdú-Bihar,06,Hajdúnánás,012
Hajdú-Bihar,06,Hajdúnánás,013
Hajdú-Bihar,06,Hajdúnánás,014
Hajdú-Bihar,06,Hajdúnánás,015
Hajdú-Bihar,06,Hajdúnánás,016
Hajdú-Bihar,06,Hajdúnánás,017
Hajdú-Bihar,03,Hajdúsámson,001
Hajdú-Bihar,03,Hajdúsámson,002
Hajdú-Bihar,03,Hajdúsámson,003
Hajdú-Bihar,03,Hajdúsámson,004
Hajdú-Bihar,03,Hajdúsámson,005
Hajdú-Bihar,03,Hajdúsámson,006
Hajdú-Bihar,03,Hajdúsámson,007
Hajdú-Bihar,03,Hajdúsámson,008
Hajdú-Bihar,03,Hajdúsámson,009
Hajdú-Bihar,05,Hajdúszoboszló,001
Hajdú-Bihar,05,Hajdúszoboszló,002
Hajdú-Bihar,05,Hajdúszoboszló,003
Hajdú-Bihar,05,Hajdúszoboszló,004
Hajdú-Bihar,05,Hajdúszoboszló,005
Hajdú-Bihar,05,Hajdúszoboszló,006
Hajdú-Bihar,05,Hajdúszoboszló,007
Hajdú-Bihar,05,Hajdúszoboszló,008
Hajdú-Bihar,05,Hajdúszoboszló,009
Hajdú-Bihar,05,Hajdúszoboszló,010
Hajdú-Bihar,05,Hajdúszoboszló,011
Hajdú-Bihar,05,Hajdúszoboszló,012
Hajdú-Bihar,05,Hajdúszoboszló,013
Hajdú-Bihar,05,Hajdúszoboszló,014
Hajdú-Bihar,05,Hajdúszoboszló,015
Hajdú-Bihar,05,Hajdúszoboszló,016
Hajdú-Bihar,05,Hajdúszoboszló,017
Hajdú-Bihar,05,Hajdúszoboszló,018
Hajdú-Bihar,05,Hajdúszoboszló,019
Hajdú-Bihar,05,Hajdúszoboszló,020
Hajdú-Bihar,05,Hajdúszovát,001
Hajdú-Bihar,05,Hajdúszovát,002
Hajdú-Bihar,05,Hajdúszovát,003
Hajdú-Bihar,04,Hencida,001
Hajdú-Bihar,05,Hortobágy,001
Hajdú-Bihar,05,Hortobágy,002
Hajdú-Bihar,04,Hosszúpályi,001
Hajdú-Bihar,04,Hosszúpályi,002
Hajdú-Bihar,04,Hosszúpályi,003
Hajdú-Bihar,04,Hosszúpályi,004
Hajdú-Bihar,05,Kaba,001
Hajdú-Bihar,05,Kaba,002
Hajdú-Bihar,05,Kaba,003
Hajdú-Bihar,05,Kaba,004
Hajdú-Bihar,05,Kaba,005
Hajdú-Bihar,04,Kismarja,001
Hajdú-Bihar,03,Kokad,001
Hajdú-Bihar,04,Komádi,001
Hajdú-Bihar,04,Komádi,002
Hajdú-Bihar,04,Komádi,003
Hajdú-Bihar,04,Komádi,004
Hajdú-Bihar,04,Komádi,005
Hajdú-Bihar,04,Komádi,006
Hajdú-Bihar,04,Komádi,007
Hajdú-Bihar,04,Komádi,008
Hajdú-Bihar,04,Konyár,001
Hajdú-Bihar,04,Konyár,002
Hajdú-Bihar,04,Körösszakál,001
Hajdú-Bihar,04,Körösszegapáti,001
Hajdú-Bihar,04,Körösszegapáti,002
Hajdú-Bihar,03,Létavértes,001
Hajdú-Bihar,03,Létavértes,002
Hajdú-Bihar,03,Létavértes,003
Hajdú-Bihar,03,Létavértes,004
Hajdú-Bihar,03,Létavértes,005
Hajdú-Bihar,03,Létavértes,006
Hajdú-Bihar,04,Magyarhomorog,001
Hajdú-Bihar,04,Mezőpeterd,001
Hajdú-Bihar,04,Mezősas,001
Hajdú-Bihar,04,Mikepércs,001
Hajdú-Bihar,04,Mikepércs,002
Hajdú-Bihar,04,Mikepércs,003
Hajdú-Bihar,04,Mikepércs,004
Hajdú-Bihar,04,Monostorpályi,001
Hajdú-Bihar,04,Monostorpályi,002
Hajdú-Bihar,05,Nagyhegyes,001
Hajdú-Bihar,05,Nagyhegyes,002
Hajdú-Bihar,04,Nagykereki,001
Hajdú-Bihar,04,Nagyrábé,001
Hajdú-Bihar,04,Nagyrábé,002
Hajdú-Bihar,05,Nádudvar,001
Hajdú-Bihar,05,Nádudvar,002
Hajdú-Bihar,05,Nádudvar,003
Hajdú-Bihar,05,Nádudvar,004
Hajdú-Bihar,05,Nádudvar,005
Hajdú-Bihar,05,Nádudvar,006
Hajdú-Bihar,05,Nádudvar,007
Hajdú-Bihar,03,Nyíracsád,001
Hajdú-Bihar,03,Nyíracsád,002
Hajdú-Bihar,03,Nyíracsád,003
Hajdú-Bihar,03,Nyíracsád,004
Hajdú-Bihar,03,Nyíracsád,005
Hajdú-Bihar,03,Nyíracsád,006
Hajdú-Bihar,03,Nyíradony,001
Hajdú-Bihar,03,Nyíradony,002
Hajdú-Bihar,03,Nyíradony,003
Hajdú-Bihar,03,Nyíradony,004
Hajdú-Bihar,03,Nyíradony,005
Hajdú-Bihar,03,Nyíradony,006
Hajdú-Bihar,03,Nyíradony,007
Hajdú-Bihar,03,Nyíradony,008
Hajdú-Bihar,03,Nyírábrány,001
Hajdú-Bihar,03,Nyírábrány,002
Hajdú-Bihar,03,Nyírábrány,003
Hajdú-Bihar,03,Nyírábrány,004
Hajdú-Bihar,03,Nyírábrány,005
Hajdú-Bihar,03,Nyírmártonfalva,001
Hajdú-Bihar,03,Nyírmártonfalva,002
Hajdú-Bihar,04,Pocsaj,001
Hajdú-Bihar,04,Pocsaj,002
Hajdú-Bihar,06,Polgár,001
Hajdú-Bihar,06,Polgár,002
Hajdú-Bihar,06,Polgár,003
Hajdú-Bihar,06,Polgár,004
Hajdú-Bihar,06,Polgár,005
Hajdú-Bihar,06,Polgár,006
Hajdú-Bihar,06,Polgár,007
Hajdú-Bihar,05,Püspökladány,001
Hajdú-Bihar,05,Püspökladány,002
Hajdú-Bihar,05,Püspökladány,003
Hajdú-Bihar,05,Püspökladány,004
Hajdú-Bihar,05,Püspökladány,005
Hajdú-Bihar,05,Püspökladány,006
Hajdú-Bihar,05,Püspökladány,007
Hajdú-Bihar,05,Püspökladány,008
Hajdú-Bihar,05,Püspökladány,009
Hajdú-Bihar,05,Püspökladány,010
Hajdú-Bihar,05,Püspökladány,011
Hajdú-Bihar,05,Püspökladány,012
Hajdú-Bihar,05,Püspökladány,013
Hajdú-Bihar,05,Püspökladány,014
Hajdú-Bihar,05,Püspökladány,015
Hajdú-Bihar,05,Püspökladány,016
Hajdú-Bihar,04,Sáp,001
Hajdú-Bihar,04,Sáránd,001
Hajdú-Bihar,04,Sáránd,002
Hajdú-Bihar,05,Sárrétudvari,001
Hajdú-Bihar,05,Sárrétudvari,002
Hajdú-Bihar,05,Sárrétudvari,003
Hajdú-Bihar,04,Szentpéterszeg,001
Hajdú-Bihar,05,Szerep,001
Hajdú-Bihar,05,Szerep,002
Hajdú-Bihar,05,Tetétlen,001
Hajdú-Bihar,05,Tetétlen,002
Hajdú-Bihar,03,Téglás,001
Hajdú-Bihar,03,Téglás,002
Hajdú-Bihar,03,Téglás,003
Hajdú-Bihar,03,Téglás,004
Hajdú-Bihar,03,Téglás,005
Hajdú-Bihar,04,Tépe,001
Hajdú-Bihar,05,Tiszacsege,001
Hajdú-Bihar,05,Tiszacsege,002
Hajdú-Bihar,05,Tiszacsege,003
Hajdú-Bihar,05,Tiszacsege,004
Hajdú-Bihar,05,Tiszacsege,005
Hajdú-Bihar,05,Tiszacsege,006
Hajdú-Bihar,06,Tiszagyulaháza,001
Hajdú-Bihar,04,Told,001
Hajdú-Bihar,04,Újiráz,001
Hajdú-Bihar,03,Újléta,001
Hajdú-Bihar,06,Újszentmargita,001
Hajdú-Bihar,06,Újtikos,001
Hajdú-Bihar,03,Vámospércs,001
Hajdú-Bihar,03,Vámospércs,002
Hajdú-Bihar,03,Vámospércs,003
Hajdú-Bihar,03,Vámospércs,004
Hajdú-Bihar,03,Vámospércs,005
Hajdú-Bihar,04,Váncsod,001
Hajdú-Bihar,04,Vekerd,001
Hajdú-Bihar,04,Zsáka,001
Heves,02,Abasár,001
Heves,02,Abasár,002
Heves,03,Adács,001
Heves,03,Adács,002
Heves,03,Adács,003
Heves,02,Aldebrő,001
Heves,01,Andornaktálya,001
Heves,01,Andornaktálya,002
Heves,03,Apc,001
Heves,03,Apc,002
Heves,03,Apc,003
Heves,03,Atkár,001
Heves,03,Atkár,002
Heves,01,Átány,001
Heves,02,Balaton,001
Heves,02,Balaton,002
Heves,02,Bátor,001
Heves,02,Bekölce,001
Heves,01,Besenyőtelek,001
Heves,01,Besenyőtelek,002
Heves,01,Besenyőtelek,003
Heves,02,Bélapátfalva,001
Heves,02,Bélapátfalva,002
Heves,02,Bélapátfalva,003
Heves,03,Boconád,001
Heves,02,Bodony,001
Heves,03,Boldog,001
Heves,03,Boldog,002
Heves,03,Boldog,003
Heves,02,Bükkszenterzsébet,001
Heves,02,Bükkszentmárton,001
Heves,02,Bükkszék,001
Heves,03,Csány,001
Heves,03,Csány,002
Heves,03,Csány,003
Heves,01,Demjén,001
Heves,02,Detk,001
Heves,02,Domoszló,001
Heves,02,Domoszló,002
Heves,01,Dormánd,001
Heves,03,Ecséd,001
Heves,03,Ecséd,002
Heves,03,Ecséd,003
Heves,01,Eger,001
Heves,01,Eger,002
Heves,01,Eger,003
Heves,01,Eger,004
Heves,01,Eger,005
Heves,01,Eger,006
Heves,01,Eger,007
Heves,01,Eger,008
Heves,01,Eger,009
Heves,01,Eger,010
Heves,01,Eger,011
Heves,01,Eger,012
Heves,01,Eger,013
Heves,01,Eger,014
Heves,01,Eger,015
Heves,01,Eger,016
Heves,01,Eger,017
Heves,01,Eger,018
Heves,01,Eger,019
Heves,01,Eger,020
Heves,01,Eger,021
Heves,01,Eger,022
Heves,01,Eger,023
Heves,01,Eger,024
Heves,01,Eger,025
Heves,01,Eger,026
Heves,01,Eger,027
Heves,01,Eger,028
Heves,01,Eger,029
Heves,01,Eger,030
Heves,01,Eger,031
Heves,01,Eger,032
Heves,01,Eger,033
Heves,01,Eger,034
Heves,01,Eger,035
Heves,01,Eger,036
Heves,01,Eger,037
Heves,01,Eger,038
Heves,01,Eger,039
Heves,01,Eger,040
Heves,01,Eger,041
Heves,01,Eger,042
Heves,01,Eger,043
Heves,01,Eger,044
Heves,01,Eger,045
Heves,01,Eger,046
Heves,01,Eger,047
Heves,01,Eger,100
Heves,01,Egerbakta,001
Heves,02,Egerbocs,001
Heves,02,Egercsehi,001
Heves,02,Egercsehi,002
Heves,02,Egercsehi,003
Heves,01,Egerfarmos,001
Heves,01,Egerszalók,001
Heves,01,Egerszalók,002
Heves,01,Egerszólát,001
Heves,02,Erdőkövesd,001
Heves,03,Erdőtelek,001
Heves,03,Erdőtelek,002
Heves,03,Erdőtelek,003
Heves,03,Erk,001
Heves,02,Fedémes,001
Heves,02,Feldebrő,001
Heves,01,Felsőtárkány,001
Heves,01,Felsőtárkány,002
Heves,01,Felsőtárkány,003
Heves,01,Füzesabony,001
Heves,01,Füzesabony,002
Heves,01,Füzesabony,003
Heves,01,Füzesabony,004
Heves,01,Füzesabony,005
Heves,01,Füzesabony,006
Heves,01,Füzesabony,007
Heves,01,Füzesabony,008
Heves,02,Gyöngyös,001
Heves,02,Gyöngyös,002
Heves,02,Gyöngyös,003
Heves,02,Gyöngyös,004
Heves,02,Gyöngyös,005
Heves,02,Gyöngyös,006
Heves,02,Gyöngyös,007
Heves,02,Gyöngyös,008
Heves,02,Gyöngyös,009
Heves,02,Gyöngyös,010
Heves,02,Gyöngyös,011
Heves,02,Gyöngyös,012
Heves,02,Gyöngyös,013
Heves,02,Gyöngyös,014
Heves,02,Gyöngyös,015
Heves,02,Gyöngyös,016
Heves,02,Gyöngyös,017
Heves,02,Gyöngyös,018
Heves,02,Gyöngyös,019
Heves,02,Gyöngyös,020
Heves,02,Gyöngyös,021
Heves,02,Gyöngyös,022
Heves,02,Gyöngyös,023
Heves,02,Gyöngyös,024
Heves,02,Gyöngyös,025
Heves,02,Gyöngyös,026
Heves,02,Gyöngyös,027
Heves,02,Gyöngyös,028
Heves,02,Gyöngyös,029
Heves,02,Gyöngyös,030
Heves,03,Gyöngyöshalász,001
Heves,03,Gyöngyöshalász,002
Heves,02,Gyöngyösoroszi,001
Heves,02,Gyöngyöspata,001
Heves,02,Gyöngyöspata,002
Heves,02,Gyöngyössolymos,001
Heves,02,Gyöngyössolymos,002
Heves,02,Gyöngyössolymos,003
Heves,02,Gyöngyöstarján,001
Heves,02,Gyöngyöstarján,002
Heves,02,Halmajugra,001
Heves,02,Halmajugra,002
Heves,03,Hatvan,001
Heves,03,Hatvan,002
Heves,03,Hatvan,003
Heves,03,Hatvan,004
Heves,03,Hatvan,005
Heves,03,Hatvan,006
Heves,03,Hatvan,007
Heves,03,Hatvan,008
Heves,03,Hatvan,009
