MEGYE,TELEPÜLÉS,Szavazókör sorszáma,OEVK
Szabolcs-Szatmár-Bereg,Nyírtelek,002,01
Szabolcs-Szatmár-Bereg,Nyírtelek,003,01
Szabolcs-Szatmár-Bereg,Nyírtelek,004,01
Szabolcs-Szatmár-Bereg,Nyírtelek,005,01
Szabolcs-Szatmár-Bereg,Nyírtelek,006,01
Szabolcs-Szatmár-Bereg,Nyírtelek,007,01
Szabolcs-Szatmár-Bereg,Nyírtét,001,04
Szabolcs-Szatmár-Bereg,Nyírtura,001,04
Szabolcs-Szatmár-Bereg,Nyírtura,002,04
Szabolcs-Szatmár-Bereg,Nyírvasvári,001,06
Szabolcs-Szatmár-Bereg,Nyírvasvári,002,06
Szabolcs-Szatmár-Bereg,Ófehértó,001,05
Szabolcs-Szatmár-Bereg,Ófehértó,002,05
Szabolcs-Szatmár-Bereg,Ófehértó,003,05
Szabolcs-Szatmár-Bereg,Olcsva,001,08
Szabolcs-Szatmár-Bereg,Olcsvaapáti,001,10
Szabolcs-Szatmár-Bereg,Ópályi,001,09
Szabolcs-Szatmár-Bereg,Ópályi,002,09
Szabolcs-Szatmár-Bereg,Ököritófülpös,001,09
Szabolcs-Szatmár-Bereg,Ököritófülpös,002,09
Szabolcs-Szatmár-Bereg,Ömböly,001,06
Szabolcs-Szatmár-Bereg,Őr,001,05
Szabolcs-Szatmár-Bereg,Őr,002,05
Szabolcs-Szatmár-Bereg,Panyola,001,10
Szabolcs-Szatmár-Bereg,Pap,001,08
Szabolcs-Szatmár-Bereg,Pap,002,08
Szabolcs-Szatmár-Bereg,Papos,001,09
Szabolcs-Szatmár-Bereg,Paszab,001,03
Szabolcs-Szatmár-Bereg,Pátroha,001,07
Szabolcs-Szatmár-Bereg,Pátroha,002,07
Szabolcs-Szatmár-Bereg,Pátroha,003,07
Szabolcs-Szatmár-Bereg,Pátyod,001,09
Szabolcs-Szatmár-Bereg,Penészlek,001,06
Szabolcs-Szatmár-Bereg,Penyige,001,10
Szabolcs-Szatmár-Bereg,Petneháza,001,05
Szabolcs-Szatmár-Bereg,Petneháza,002,05
Szabolcs-Szatmár-Bereg,Piricse,001,06
Szabolcs-Szatmár-Bereg,Piricse,002,06
Szabolcs-Szatmár-Bereg,Pócspetri,001,06
Szabolcs-Szatmár-Bereg,Pócspetri,002,06
Szabolcs-Szatmár-Bereg,Porcsalma,001,09
Szabolcs-Szatmár-Bereg,Porcsalma,002,09
Szabolcs-Szatmár-Bereg,Porcsalma,003,09
Szabolcs-Szatmár-Bereg,Pusztadobos,001,08
Szabolcs-Szatmár-Bereg,Rakamaz,001,03
Szabolcs-Szatmár-Bereg,Rakamaz,002,03
Szabolcs-Szatmár-Bereg,Rakamaz,003,03
Szabolcs-Szatmár-Bereg,Rakamaz,004,03
Szabolcs-Szatmár-Bereg,Rakamaz,005,03
Szabolcs-Szatmár-Bereg,Ramocsaháza,001,05
Szabolcs-Szatmár-Bereg,Rápolt,001,09
Szabolcs-Szatmár-Bereg,Rétközberencs,001,07
Szabolcs-Szatmár-Bereg,Rohod,001,05
Szabolcs-Szatmár-Bereg,Rozsály,001,10
Szabolcs-Szatmár-Bereg,Sényő,001,04
Szabolcs-Szatmár-Bereg,Sonkád,001,10
Szabolcs-Szatmár-Bereg,Szabolcs,001,03
Szabolcs-Szatmár-Bereg,Szabolcsbáka,001,07
Szabolcs-Szatmár-Bereg,Szabolcsbáka,002,07
Szabolcs-Szatmár-Bereg,Szabolcsveresmart,001,07
Szabolcs-Szatmár-Bereg,Szabolcsveresmart,002,07
Szabolcs-Szatmár-Bereg,Szakoly,001,04
Szabolcs-Szatmár-Bereg,Szakoly,002,04
Szabolcs-Szatmár-Bereg,Szakoly,003,04
Szabolcs-Szatmár-Bereg,Szamosangyalos,001,10
Szabolcs-Szatmár-Bereg,Szamosbecs,001,10
Szabolcs-Szatmár-Bereg,Szamoskér,001,09
Szabolcs-Szatmár-Bereg,Szamossályi,001,10
Szabolcs-Szatmár-Bereg,Szamosszeg,001,09
Szabolcs-Szatmár-Bereg,Szamosszeg,002,09
Szabolcs-Szatmár-Bereg,Szamostatárfalva,001,10
Szabolcs-Szatmár-Bereg,Szamosújlak,001,10
Szabolcs-Szatmár-Bereg,Szatmárcseke,001,10
Szabolcs-Szatmár-Bereg,Szatmárcseke,002,10
Szabolcs-Szatmár-Bereg,Székely,001,05
Szabolcs-Szatmár-Bereg,Szorgalmatos,001,03
Szabolcs-Szatmár-Bereg,Tákos,001,08
Szabolcs-Szatmár-Bereg,Tarpa,001,08
Szabolcs-Szatmár-Bereg,Tarpa,002,08
Szabolcs-Szatmár-Bereg,Terem,001,06
Szabolcs-Szatmár-Bereg,Tiborszállás,001,06
Szabolcs-Szatmár-Bereg,Timár,001,03
Szabolcs-Szatmár-Bereg,Timár,002,03
Szabolcs-Szatmár-Bereg,Tiszaadony,001,08
Szabolcs-Szatmár-Bereg,Tiszabecs,001,10
Szabolcs-Szatmár-Bereg,Tiszabercel,001,03
Szabolcs-Szatmár-Bereg,Tiszabercel,002,03
Szabolcs-Szatmár-Bereg,Tiszabezdéd,001,07
Szabolcs-Szatmár-Bereg,Tiszabezdéd,002,07
Szabolcs-Szatmár-Bereg,Tiszacsécse,001,10
Szabolcs-Szatmár-Bereg,Tiszadada,001,03
Szabolcs-Szatmár-Bereg,Tiszadada,002,03
Szabolcs-Szatmár-Bereg,Tiszadada,003,03
Szabolcs-Szatmár-Bereg,Tiszadob,001,03
Szabolcs-Szatmár-Bereg,Tiszadob,002,03
Szabolcs-Szatmár-Bereg,Tiszadob,003,03
Szabolcs-Szatmár-Bereg,Tiszadob,004,03
Szabolcs-Szatmár-Bereg,Tiszaeszlár,001,03
Szabolcs-Szatmár-Bereg,Tiszaeszlár,002,03
Szabolcs-Szatmár-Bereg,Tiszaeszlár,003,03
Szabolcs-Szatmár-Bereg,Tiszaeszlár,004,03
Szabolcs-Szatmár-Bereg,Tiszaeszlár,005,03
Szabolcs-Szatmár-Bereg,Tiszakanyár,001,07
Szabolcs-Szatmár-Bereg,Tiszakanyár,002,07
Szabolcs-Szatmár-Bereg,Tiszakerecseny,001,08
Szabolcs-Szatmár-Bereg,Tiszakóród,001,10
Szabolcs-Szatmár-Bereg,Tiszalök,001,03
Szabolcs-Szatmár-Bereg,Tiszalök,002,03
Szabolcs-Szatmár-Bereg,Tiszalök,003,03
Szabolcs-Szatmár-Bereg,Tiszalök,004,03
Szabolcs-Szatmár-Bereg,Tiszalök,005,03
Szabolcs-Szatmár-Bereg,Tiszalök,006,03
Szabolcs-Szatmár-Bereg,Tiszamogyorós,001,08
Szabolcs-Szatmár-Bereg,Tiszanagyfalu,001,03
Szabolcs-Szatmár-Bereg,Tiszanagyfalu,002,03
Szabolcs-Szatmár-Bereg,Tiszanagyfalu,003,03
Szabolcs-Szatmár-Bereg,Tiszarád,001,05
Szabolcs-Szatmár-Bereg,Tiszaszalka,001,08
Szabolcs-Szatmár-Bereg,Tiszaszentmárton,001,07
Szabolcs-Szatmár-Bereg,Tiszatelek,001,05
Szabolcs-Szatmár-Bereg,Tiszatelek,002,05
Szabolcs-Szatmár-Bereg,Tiszavasvári,001,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,002,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,003,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,004,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,005,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,006,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,007,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,008,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,009,03
Szabolcs-Szatmár-Bereg,Tiszavasvári,010,03
Szabolcs-Szatmár-Bereg,Tiszavid,001,08
Szabolcs-Szatmár-Bereg,Tisztaberek,001,10
Szabolcs-Szatmár-Bereg,Tivadar,001,08
Szabolcs-Szatmár-Bereg,Tornyospálca,001,08
Szabolcs-Szatmár-Bereg,Tornyospálca,002,08
Szabolcs-Szatmár-Bereg,Tornyospálca,003,08
Szabolcs-Szatmár-Bereg,Tunyogmatolcs,001,10
Szabolcs-Szatmár-Bereg,Tunyogmatolcs,002,10
Szabolcs-Szatmár-Bereg,Tunyogmatolcs,003,10
Szabolcs-Szatmár-Bereg,Túristvándi,001,10
Szabolcs-Szatmár-Bereg,Túrricse,001,10
Szabolcs-Szatmár-Bereg,Tuzsér,001,07
Szabolcs-Szatmár-Bereg,Tuzsér,002,07
Szabolcs-Szatmár-Bereg,Tyukod,001,09
Szabolcs-Szatmár-Bereg,Tyukod,002,09
Szabolcs-Szatmár-Bereg,Tyukod,003,09
Szabolcs-Szatmár-Bereg,Újdombrád,001,07
Szabolcs-Szatmár-Bereg,Újfehértó,001,04
Szabolcs-Szatmár-Bereg,Újfehértó,002,04
Szabolcs-Szatmár-Bereg,Újfehértó,003,04
Szabolcs-Szatmár-Bereg,Újfehértó,004,04
Szabolcs-Szatmár-Bereg,Újfehértó,005,04
Szabolcs-Szatmár-Bereg,Újfehértó,006,04
Szabolcs-Szatmár-Bereg,Újfehértó,007,04
Szabolcs-Szatmár-Bereg,Újfehértó,008,04
Szabolcs-Szatmár-Bereg,Újfehértó,009,04
Szabolcs-Szatmár-Bereg,Újfehértó,010,04
Szabolcs-Szatmár-Bereg,Újkenéz,001,08
Szabolcs-Szatmár-Bereg,Ura,001,09
Szabolcs-Szatmár-Bereg,Uszka,001,10
Szabolcs-Szatmár-Bereg,Vaja,001,05
Szabolcs-Szatmár-Bereg,Vaja,002,05
Szabolcs-Szatmár-Bereg,Vaja,003,05
Szabolcs-Szatmár-Bereg,Vállaj,001,06
Szabolcs-Szatmár-Bereg,Vámosatya,001,08
Szabolcs-Szatmár-Bereg,Vámosoroszi,001,10
Szabolcs-Szatmár-Bereg,Vásárosnamény,001,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,002,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,003,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,004,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,005,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,006,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,007,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,008,08
Szabolcs-Szatmár-Bereg,Vásárosnamény,009,08
Szabolcs-Szatmár-Bereg,Vasmegyer,001,05
Szabolcs-Szatmár-Bereg,Vasmegyer,002,05
Szabolcs-Szatmár-Bereg,Záhony,001,07
Szabolcs-Szatmár-Bereg,Záhony,002,07
Szabolcs-Szatmár-Bereg,Záhony,003,07
Szabolcs-Szatmár-Bereg,Záhony,004,07
Szabolcs-Szatmár-Bereg,Zajta,001,10
Szabolcs-Szatmár-Bereg,Zsarolyán,001,10
Szabolcs-Szatmár-Bereg,Zsurk,001,07
Tolna,Alsónána,001,03
Tolna,Alsónyék,001,03
Tolna,Aparhant,001,03
Tolna,Aparhant,002,03
Tolna,Attala,001,04
Tolna,Báta,001,01
Tolna,Báta,002,01
Tolna,Báta,003,01
Tolna,Bátaapáti,001,03
Tolna,Bátaszék,001,03
Tolna,Bátaszék,002,03
Tolna,Bátaszék,003,03
Tolna,Bátaszék,004,03
Tolna,Bátaszék,005,03
Tolna,Belecska,001,05
Tolna,Bikács,001,02
Tolna,Bogyiszló,001,01
Tolna,Bogyiszló,002,01
Tolna,Bogyiszló,003,01
Tolna,Bonyhád,001,03
Tolna,Bonyhád,002,03
Tolna,Bonyhád,003,03
Tolna,Bonyhád,004,03
Tolna,Bonyhád,005,03
Tolna,Bonyhád,006,03
Tolna,Bonyhád,007,03
Tolna,Bonyhád,008,03
Tolna,Bonyhád,009,03
Tolna,Bonyhád,010,03
Tolna,Bonyhád,011,03
Tolna,Bonyhád,012,03
Tolna,Bonyhád,013,03
Tolna,Bonyhádvarasd,001,03
Tolna,Bölcske,001,02
Tolna,Bölcske,002,02
Tolna,Bölcske,003,02
Tolna,Bölcske,004,02
Tolna,Cikó,001,03
Tolna,Csibrák,001,04
Tolna,Csikóstőttős,001,04
Tolna,Dalmand,001,04
Tolna,Dalmand,002,04
Tolna,Decs,001,01
Tolna,Decs,002,01
Tolna,Decs,003,01
Tolna,Decs,004,01
Tolna,Diósberény,001,05
Tolna,Dombóvár,001,04
Tolna,Dombóvár,002,04
Tolna,Dombóvár,003,04
Tolna,Dombóvár,004,04
Tolna,Dombóvár,005,04
Tolna,Dombóvár,006,04
Tolna,Dombóvár,007,04
Tolna,Dombóvár,008,04
Tolna,Dombóvár,009,04
Tolna,Dombóvár,010,04
Tolna,Dombóvár,011,04
Tolna,Dombóvár,012,04
Tolna,Dombóvár,013,04
Tolna,Dombóvár,014,04
Tolna,Dombóvár,015,04
Tolna,Dombóvár,016,04
Tolna,Dombóvár,017,04
Tolna,Dombóvár,018,04
Tolna,Dombóvár,019,04
Tolna,Dombóvár,020,04
Tolna,Dombóvár,021,04
Tolna,Dombóvár,022,04
Tolna,Döbrököz,001,04
Tolna,Döbrököz,002,04
Tolna,Döbrököz,003,04
Tolna,Dunaföldvár,001,02
Tolna,Dunaföldvár,002,02
Tolna,Dunaföldvár,003,02
Tolna,Dunaföldvár,004,02
Tolna,Dunaföldvár,005,02
Tolna,Dunaföldvár,006,02
Tolna,Dunaföldvár,007,02
Tolna,Dunaföldvár,008,02
Tolna,Dunaföldvár,009,02
Tolna,Dunaszentgyörgy,001,02
Tolna,Dunaszentgyörgy,002,02
Tolna,Dunaszentgyörgy,003,02
Tolna,Dúzs,001,05
Tolna,Értény,001,05
Tolna,Fácánkert,001,01
Tolna,Fadd,001,02
Tolna,Fadd,002,02
Tolna,Fadd,003,02
Tolna,Fadd,004,02
Tolna,Felsőnána,001,03
Tolna,Felsőnyék,001,05
Tolna,Felsőnyék,002,05
Tolna,Fürged,001,05
Tolna,Gerjen,001,02
Tolna,Gerjen,002,02
Tolna,Grábóc,001,03
Tolna,Gyönk,001,05
Tolna,Gyönk,002,05
Tolna,Györe,001,03
Tolna,Györköny,001,02
Tolna,Gyulaj,001,04
Tolna,Harc,001,01
Tolna,Hőgyész,001,05
Tolna,Hőgyész,002,05
Tolna,Hőgyész,003,05
Tolna,Iregszemcse,001,05
Tolna,Iregszemcse,002,05
Tolna,Iregszemcse,003,05
Tolna,Izmény,001,03
Tolna,Jágónak,001,04
Tolna,Kajdacs,001,02
Tolna,Kajdacs,002,02
Tolna,Kajdacs,003,02
Tolna,Kakasd,001,03
Tolna,Kakasd,002,03
Tolna,Kalaznó,001,05
Tolna,Kapospula,001,04
Tolna,Kapospula,002,04
Tolna,Kaposszekcső,001,04
Tolna,Kaposszekcső,002,04
Tolna,Keszőhidegkút,001,05
Tolna,Kéty,001,03
Tolna,Kisdorog,001,03
Tolna,Kismányok,001,03
Tolna,Kisszékely,001,05
Tolna,Kistormás,001,02
Tolna,Kisvejke,001,03
Tolna,Kocsola,001,04
Tolna,Koppányszántó,001,05
Tolna,Kölesd,001,02
Tolna,Kölesd,002,02
Tolna,Kölesd,003,02
Tolna,Kurd,001,04
Tolna,Lápafő,001,04
Tolna,Lengyel,001,03
Tolna,Madocsa,001,02
Tolna,Madocsa,002,02
Tolna,Madocsa,003,02
Tolna,Magyarkeszi,001,05
Tolna,Magyarkeszi,002,05
Tolna,Medina,001,01
Tolna,Medina,002,01
Tolna,Medina,003,01
Tolna,Miszla,001,05
Tolna,Mórágy,001,03
Tolna,Mórágy,002,03
Tolna,Mőcsény,001,03
Tolna,Mucsfa,001,03
Tolna,Mucsi,001,05
Tolna,Murga,001,03
Tolna,Nagydorog,001,02
Tolna,Nagydorog,002,02
Tolna,Nagydorog,003,02
Tolna,Nagykónyi,001,05
Tolna,Nagykónyi,002,05
Tolna,Nagykónyi,003,05
Tolna,Nagymányok,001,03
Tolna,Nagymányok,002,03
Tolna,Nagymányok,003,03
Tolna,Nagymányok,004,03
Tolna,Nagyszékely,001,05
Tolna,Nagyszokoly,001,05
Tolna,Nagyszokoly,002,05
Tolna,Nagyvejke,001,03
Tolna,Nak,001,04
Tolna,Németkér,001,02
Tolna,Németkér,002,02
Tolna,Németkér,003,02
Tolna,Ozora,001,05
Tolna,Ozora,002,05
Tolna,Őcsény,001,01
Tolna,Őcsény,002,01
Tolna,Őcsény,003,01
Tolna,Paks,001,02
Tolna,Paks,002,02
Tolna,Paks,003,02
Tolna,Paks,004,02
Tolna,Paks,005,02
Tolna,Paks,006,02
Tolna,Paks,007,02
Tolna,Paks,008,02
Tolna,Paks,009,02
Tolna,Paks,010,02
Tolna,Paks,011,02
Tolna,Paks,012,02
Tolna,Paks,013,02
Tolna,Paks,014,02
Tolna,Paks,015,02
Tolna,Paks,016,02
Tolna,Paks,017,02
Tolna,Paks,018,02
Tolna,Paks,019,02
Tolna,Paks,020,02
Tolna,Paks,021,02
Tolna,Paks,022,02
Tolna,Pálfa,001,02
Tolna,Pálfa,002,02
Tolna,Pálfa,003,02
Tolna,Pincehely,001,05
Tolna,Pincehely,002,05
Tolna,Pincehely,003,05
Tolna,Pörböly,001,03
Tolna,Pusztahencse,001,02
Tolna,Pusztahencse,002,02
Tolna,Regöly,001,05
Tolna,Regöly,002,05
Tolna,Sárpilis,001,01
Tolna,Sárszentlőrinc,001,02
Tolna,Sárszentlőrinc,002,02
Tolna,Simontornya,001,05
Tolna,Simontornya,002,05
Tolna,Simontornya,003,05
Tolna,Simontornya,004,05
Tolna,Sióagárd,001,01
Tolna,Sióagárd,002,01
Tolna,Szakadát,001,05
Tolna,Szakály,001,05
Tolna,Szakály,002,05
Tolna,Szakcs,001,04
Tolna,Szálka,001,03
Tolna,Szárazd,001,05
Tolna,Szedres,001,01
Tolna,Szedres,002,01
Tolna,Szedres,003,01
Tolna,Szekszárd,001,01
Tolna,Szekszárd,002,01
Tolna,Szekszárd,003,01
Tolna,Szekszárd,004,01
Tolna,Szekszárd,005,01
Tolna,Szekszárd,006,01
Tolna,Szekszárd,007,01
Tolna,Szekszárd,008,01
Tolna,Szekszárd,009,01
Tolna,Szekszárd,010,01
Tolna,Szekszárd,011,01
Tolna,Szekszárd,012,01
Tolna,Szekszárd,013,01
Tolna,Szekszárd,014,01
Tolna,Szekszárd,015,01
Tolna,Szekszárd,016,01
Tolna,Szekszárd,017,01
Tolna,Szekszárd,018,01
Tolna,Szekszárd,019,01
Tolna,Szekszárd,020,01
Tolna,Szekszárd,021,01
Tolna,Szekszárd,022,01
Tolna,Szekszárd,023,01
Tolna,Szekszárd,024,01
Tolna,Szekszárd,025,01
Tolna,Szekszárd,026,01
Tolna,Szekszárd,027,01
Tolna,Szekszárd,028,01
Tolna,Szekszárd,029,01
Tolna,Szekszárd,030,01
Tolna,Szekszárd,031,01
Tolna,Szekszárd,032,01
Tolna,Szekszárd,033,01
Tolna,Szekszárd,034,01
Tolna,Szekszárd,035,01
Tolna,Szekszárd,036,01
Tolna,Szekszárd,037,01
Tolna,Szekszárd,038,01
Tolna,Szekszárd,039,01
Tolna,Tamási,001,05
Tolna,Tamási,002,05
Tolna,Tamási,003,05
Tolna,Tamási,004,05
Tolna,Tamási,005,05
Tolna,Tamási,006,05
Tolna,Tamási,007,05
Tolna,Tamási,008,05
Tolna,Tamási,009,05
Tolna,Tamási,010,05
Tolna,Tengelic,001,02
Tolna,Tengelic,002,02
Tolna,Tengelic,003,02
Tolna,Tengelic,004,02
Tolna,Tevel,001,03
Tolna,Tevel,002,03
Tolna,Tolna,001,01
Tolna,Tolna,002,01
Tolna,Tolna,003,01
Tolna,Tolna,004,01
Tolna,Tolna,005,01
Tolna,Tolna,006,01
Tolna,Tolna,007,01
Tolna,Tolna,008,01
Tolna,Tolna,009,01
Tolna,Tolna,010,01
Tolna,Tolnanémedi,001,05
Tolna,Udvari,001,05
Tolna,Udvari,002,05
Tolna,Újireg,001,05
Tolna,Váralja,001,03
Tolna,Váralja,002,03
Tolna,Várdomb,001,03
Tolna,Várong,001,04
Tolna,Varsád,001,05
Tolna,Závod,001,03
Tolna,Zomba,001,03
Tolna,Zomba,002,03
Tolna,Zomba,003,03
Tolna,Zomba,004,03
Vas,Acsád,001,03
Vas,Alsószölnök,001,05
Vas,Alsóújlak,001,05
Vas,Andrásfa,001,05
Vas,Apátistvánfalva,001,05
Vas,Bajánsenye,001,05
Vas,Balogunyom,001,02
Vas,Bejcgyertyános,001,04
Vas,Bérbaltavár,001,05
Vas,Boba,001,04
Vas,Borgáta,001,04
Vas,Bozsok,001,03
Vas,Bozzai,001,03
Vas,Bő,001,03
Vas,Bögöt,001,04
Vas,Bögöte,001,04
Vas,Bucsu,001,03
Vas,Bük,001,03
Vas,Bük,002,03
Vas,Bük,003,03
Vas,Cák,001,03
Vas,Celldömölk,001,04
Vas,Celldömölk,002,04
Vas,Celldömölk,003,04
Vas,Celldömölk,004,04
Vas,Celldömölk,005,04
Vas,Celldömölk,006,04
Vas,Celldömölk,007,04
Vas,Celldömölk,008,04
Vas,Celldömölk,009,04
Vas,Celldömölk,010,04
Vas,Chernelházadamonya,001,03
Vas,Csákánydoroszló,001,05
Vas,Csákánydoroszló,002,05
Vas,Csánig,001,03
Vas,Csehi,001,05
Vas,Csehimindszent,001,05
Vas,Csempeszkopács,001,02
Vas,Csénye,001,04
Vas,Csepreg,001,03
Vas,Csepreg,002,03
Vas,Csepreg,003,03
Vas,Csipkerek,001,05
Vas,Csönge,001,04
Vas,Csörötnek,001,05
Vas,Daraboshegy,001,05
Vas,Dozmat,001,03
Vas,Döbörhegy,001,05
Vas,Döröske,001,05
Vas,Duka,001,04
Vas,Egervölgy,001,05
Vas,Egyházashetye,001,04
Vas,Egyházashollós,001,05
Vas,Egyházasrádóc,001,02
Vas,Egyházasrádóc,002,02
Vas,Felsőcsatár,001,03
Vas,Felsőjánosfa,001,05
Vas,Felsőmarác,001,05
Vas,Felsőszölnök,001,05
Vas,Gasztony,001,05
Vas,Gencsapáti,001,03
Vas,Gencsapáti,002,03
Vas,Gérce,001,04
Vas,Gersekarát,001,05
Vas,Gersekarát,002,05
Vas,Gór,001,03
Vas,Gyanógeregye,001,02
Vas,Gyöngyösfalu,001,03
Vas,Gyöngyösfalu,002,03
Vas,Győrvár,001,05
Vas,Halastó,001,05
Vas,Halogy,001,05
Vas,Harasztifalu,001,02
Vas,Hegyfalu,001,03
Vas,Hegyháthodász,001,05
Vas,Hegyhátsál,001,05
Vas,Hegyhátszentjakab,001,05
Vas,Hegyhátszentmárton,001,05
Vas,Hegyhátszentpéter,001,05
Vas,Horvátlövő,001,03
Vas,Horvátzsidány,001,03
Vas,Hosszúpereszteg,001,04
Vas,Ikervár,001,04
Vas,Ikervár,002,04
Vas,Iklanberény,001,03
Vas,Ispánk,001,05
Vas,Ivánc,001,05
Vas,Ják,001,02
Vas,Ják,002,02
Vas,Jákfa,001,04
Vas,Jánosháza,001,04
Vas,Jánosháza,002,04
Vas,Jánosháza,003,04
Vas,Káld,001,04
Vas,Kám,001,05
Vas,Karakó,001,04
Vas,Katafa,001,05
Vas,Keléd,001,04
Vas,Kemeneskápolna,001,04
Vas,Kemenesmagasi,001,04
Vas,Kemenesmihályfa,001,04
Vas,Kemenespálfa,001,04
Vas,Kemenessömjén,001,04
Vas,Kemenesszentmárton,001,04
Vas,Kemestaródfa,001,05
Vas,Kenéz,001,02
Vas,Kenyeri,001,04
Vas,Kercaszomor,001,05
Vas,Kerkáskápolna,001,05
Vas,Kétvölgy,001,05
Vas,Kisrákos,001,05
Vas,Kissomlyó,001,04
Vas,Kisunyom,001,02
Vas,Kiszsidány,001,03
Vas,Kondorfa,001,05
Vas,Köcsk,001,04
Vas,Körmend,001,05
Vas,Körmend,002,05
Vas,Körmend,003,05
Vas,Körmend,004,05
Vas,Körmend,005,05
Vas,Körmend,006,05
Vas,Körmend,007,05
Vas,Körmend,008,05
Vas,Körmend,009,05
Vas,Körmend,010,05
Vas,Körmend,011,05
Vas,Kőszeg,001,03
Vas,Kőszeg,002,03
Vas,Kőszeg,003,03
Vas,Kőszeg,004,03
Vas,Kőszeg,005,03
Vas,Kőszeg,006,03
Vas,Kőszeg,007,03
Vas,Kőszeg,008,03
Vas,Kőszeg,009,03
Vas,Kőszeg,010,03
Vas,Kőszegdoroszló,001,03
Vas,Kőszegpaty,001,03
Vas,Kőszegszerdahely,001,03
Vas,Lócs,001,03
Vas,Lukácsháza,001,03
Vas,Magyarlak,001,05
Vas,Magyarnádalja,001,05
Vas,Magyarszecsőd,001,05
Vas,Magyarszombatfa,001,05
Vas,Meggyeskovácsi,001,04
Vas,Megyehíd,001,02
Vas,Mersevát,001,04
Vas,Mesterháza,001,03
Vas,Mesteri,001,04
Vas,Meszlen,001,03
Vas,Mikosszéplak,001,05
Vas,Molnaszecsőd,001,05
Vas,Nádasd,001,05
Vas,Nádasd,002,05
Vas,Nagygeresd,001,03
Vas,Nagykölked,001,02
Vas,Nagymizdó,001,05
Vas,Nagyrákos,001,05
Vas,Nagysimonyi,001,04
Vas,Nagytilaj,001,05
Vas,Nárai,001,02
Vas,Narda,001,03
Vas,Narda,002,03
Vas,Nemesbőd,001,03
Vas,Nemescsó,001,03
Vas,Nemeskeresztúr,001,04
Vas,Nemeskocs,001,04
Vas,Nemeskolta,001,02
Vas,Nemesládony,001,03
Vas,Nemesmedves,001,05
Vas,Nemesrempehollós,001,02
Vas,Nick,001,03
Vas,Nyőgér,001,04
Vas,Olaszfa,001,05
Vas,Ólmod,001,03
Vas,Orfalu,001,05
Vas,Ostffyasszonyfa,001,04
Vas,Oszkó,001,05
Vas,Ölbő,001,04
Vas,Őrimagyarósd,001,05
Vas,Őriszentpéter,001,05
Vas,Pácsony,001,05
Vas,Pankasz,001,05
Vas,Pápoc,001,04
Vas,Pecöl,001,02
Vas,Perenye,001,03
Vas,Peresznye,001,03
Vas,Petőmihályfa,001,05
Vas,Pinkamindszent,001,05
Vas,Pornóapáti,001,03
Vas,Porpác,001,04
Vas,Pósfa,001,03
Vas,Pusztacsó,001,03
Vas,Püspökmolnári,001,02
Vas,Rábagyarmat,001,05
Vas,Rábahídvég,001,02
Vas,Rábapaty,001,04
Vas,Rábapaty,002,04
Vas,Rábatöttös,001,02
Vas,Rádóckölked,001,02
Vas,Rátót,001,05
Vas,Répcelak,001,03
Vas,Répcelak,002,03
Vas,Répcelak,003,03
Vas,Répceszentgyörgy,001,03
Vas,Rönök,001,05
Vas,Rum,001,02
Vas,Rum,002,02
Vas,Sajtoskál,001,03
Vas,Salköveskút,001,03
Vas,Sárfimizdó,001,05
Vas,Sárvár,001,04
Vas,Sárvár,002,04
Vas,Sárvár,003,04
Vas,Sárvár,004,04
Vas,Sárvár,005,04
Vas,Sárvár,006,04
Vas,Sárvár,007,04
Vas,Sárvár,008,04
Vas,Sárvár,009,04
Vas,Sárvár,010,04
Vas,Sárvár,011,04
Vas,Sárvár,012,04
Vas,Sárvár,013,04
Vas,Sárvár,014,04
Vas,Sárvár,015,04
Vas,Sárvár,016,04
Vas,Sárvár,017,04
Vas,Sárvár,018,04
Vas,Sárvár,019,04
Vas,Sé,001,03
Vas,Simaság,001,03
Vas,Sitke,001,04
Vas,Sorkifalud,001,02
Vas,Sorkifalud,002,02
Vas,Sorkifalud,003,02
Vas,Sorkikápolna,001,02
Vas,Sorokpolány,001,02
Vas,Sótony,001,04
Vas,Söpte,001,03
Vas,Szaknyér,001,05
Vas,Szakonyfalu,001,05
Vas,Szalafő,001,05
Vas,Szarvaskend,001,05
Vas,Szatta,001,05
Vas,Szeleste,001,03
Vas,Szemenye,001,05
Vas,Szentgotthárd,001,05
Vas,Szentgotthárd,002,05
Vas,Szentgotthárd,003,05
Vas,Szentgotthárd,004,05
Vas,Szentgotthárd,005,05
Vas,Szentgotthárd,006,05
